"month","day","year","sex"
4,2,1989,"F"
5,9,1989,"M"
5,9,1989,"F"
5,11,1989,"M"
6,3,1989,"M"
6,3,1989,"F"
6,4,1989,"M"
7,3,1989,"M"
7,3,1989,"F"
7,4,1989,"M"
7,29,1989,"F"
7,30,1989,"M"
9,3,1989,"F"
10,7,1989,"F"
10,8,1989,"M"
11,4,1989,"F"
11,5,1989,"M"
12,4,1989,"F"
12,5,1989,"M"
1,7,1990,
1,7,1990,"M"
1,30,1990,"M"
2,25,1990,"M"
3,29,1990,"M"
3,30,1990,"M"
4,26,1990,"M"
5,25,1990,"M"
6,21,1990,"M"
6,22,1990,"M"
7,22,1990,"M"
8,16,1990,"F"
8,17,1990,"M"
9,22,1990,"F"
10,15,1990,"F"
11,10,1990,"F"
12,15,1990,"F"
1,11,1991,"F"
2,16,1991,"F"
3,13,1991,"F"
4,19,1991,
5,13,1991,"F"
6,13,1991,"F"
7,12,1991,"F"
8,7,1991,"F"
9,9,1991,"F"
10,10,1991,"F"
11,13,1991,"F"
1,8,1992,
2,6,1992,"F"
3,7,1992,"F"
4,4,1992,"F"
4,4,1992,"F"
5,2,1992,"F"
5,30,1992,"F"
5,31,1992,"M"
7,3,1992,"F"
7,4,1992,"M"
7,30,1992,"F"
8,29,1992,"F"
8,30,1992,"M"
9,26,1992,"F"
9,27,1992,"M"
10,19,1992,"M"
12,21,1992,"F"
12,22,1992,"M"
1,24,1993,"F"
1,25,1993,"M"
2,26,1993,"M"
3,17,1993,"F"
3,18,1993,"M"
4,23,1993,"F"
4,23,1993,"M"
5,22,1993,"F"
5,22,1993,"F"
5,22,1993,"M"
6,18,1993,"M"
6,18,1993,"F"
6,18,1993,"F"
7,14,1993,"F"
9,16,1993,"M"
10,15,1993,"M"
11,13,1993,"M"
12,14,1993,"M"
3,11,1994,"M"
4,10,1994,"F"
4,10,1994,"M"
5,18,1994,"F"
6,14,1994,"F"
7,8,1994,
8,17,1994,"M"
9,6,1994,"M"
10,12,1994,"M"
7,9,1997,"F"
7,29,1997,"F"
9,27,1997,"F"
10,25,1997,"F"
11,22,1997,"F"
12,28,1997,"F"
1,31,1998,"F"
3,1,1998,"M"
3,1,1998,"M"
6,27,1998,"F"
7,18,1998,"F"
9,20,1998,"F"
10,24,1998,"M"
11,21,1998,"F"
12,22,1998,"F"
1,16,1999,"F"
2,20,1999,"F"
3,14,1999,"F"
4,17,1999,"M"
4,17,1999,"F"
5,15,1999,"M"
6,12,1999,"M"
